destination,origin,flow,year
Kansas,Iowa,2467,2016
Kentucky,Iowa,709,2016
Louisiana,Iowa,1315,2016
Maine,Iowa,473,2016
Maryland,Iowa,326,2016
Massachusetts,Iowa,378,2016
Michigan,Iowa,613,2016
Minnesota,Iowa,5329,2016
Mississippi,Iowa,163,2016
Missouri,Iowa,5799,2016
Montana,Iowa,114,2016
Nebraska,Iowa,5863,2016
Nevada,Iowa,737,2016
New Hampshire,Iowa,237,2016
New Jersey,Iowa,110,2016
New Mexico,Iowa,105,2016
New York,Iowa,375,2016
North Carolina,Iowa,480,2016
North Dakota,Iowa,149,2016
Ohio,Iowa,389,2016
Oklahoma,Iowa,1283,2016
Oregon,Iowa,215,2016
Pennsylvania,Iowa,936,2016
Rhode Island,Iowa,307,2016
South Carolina,Iowa,165,2016
South Dakota,Iowa,2887,2016
Tennessee,Iowa,646,2016
Texas,Iowa,6600,2016
Utah,Iowa,373,2016
Vermont,Iowa,82,2016
Virginia,Iowa,229,2016
Washington,Iowa,784,2016
West Virginia,Iowa,64,2016
Wisconsin,Iowa,3383,2016
Wyoming,Iowa,568,2016
Alabama,Kansas,1261,2016
Alaska,Kansas,1831,2016
Arizona,Kansas,3383,2016
Arkansas,Kansas,979,2016
California,Kansas,3293,2016
Colorado,Kansas,4634,2016
Connecticut,Kansas,329,2016
Delaware,Kansas,0,2016
District of Columbia,Kansas,0,2016
Florida,Kansas,2392,2016
Georgia,Kansas,2003,2016
Hawaii,Kansas,706,2016
Idaho,Kansas,133,2016
Illinois,Kansas,2683,2016
Indiana,Kansas,1520,2016
Iowa,Kansas,1871,2016
Kentucky,Kansas,1503,2016
Louisiana,Kansas,1497,2016
Maine,Kansas,41,2016
Maryland,Kansas,655,2016
Massachusetts,Kansas,1021,2016
Michigan,Kansas,669,2016
Minnesota,Kansas,2295,2016
Mississippi,Kansas,203,2016
Missouri,Kansas,19812,2016
Montana,Kansas,240,2016
Nebraska,Kansas,3393,2016
Nevada,Kansas,727,2016
New Hampshire,Kansas,317,2016
New Jersey,Kansas,560,2016
New Mexico,Kansas,292,2016
New York,Kansas,479,2016
North Carolina,Kansas,2245,2016
North Dakota,Kansas,181,2016
Ohio,Kansas,1622,2016
Oklahoma,Kansas,6048,2016
Oregon,Kansas,1748,2016
Pennsylvania,Kansas,1154,2016
Rhode Island,Kansas,0,2016
South Carolina,Kansas,965,2016
South Dakota,Kansas,1123,2016
Tennessee,Kansas,1597,2016
Texas,Kansas,10670,2016
Utah,Kansas,510,2016
Vermont,Kansas,0,2016
Virginia,Kansas,771,2016
Washington,Kansas,2568,2016
West Virginia,Kansas,205,2016
Wisconsin,Kansas,401,2016
Wyoming,Kansas,291,2016
Alabama,Kentucky,1590,2016
Alaska,Kentucky,703,2016
Arizona,Kentucky,1105,2016
Arkansas,Kentucky,1356,2016
California,Kentucky,4206,2016
Colorado,Kentucky,1736,2016
Connecticut,Kentucky,43,2016
Delaware,Kentucky,36,2016
District of Columbia,Kentucky,233,2016
Florida,Kentucky,8588,2016
Georgia,Kentucky,4049,2016
Hawaii,Kentucky,265,2016
Idaho,Kentucky,188,2016
Illinois,Kentucky,3791,2016
Indiana,Kentucky,9978,2016
Iowa,Kentucky,1255,2016
Kansas,Kentucky,525,2016
Louisiana,Kentucky,276,2016
Maine,Kentucky,429,2016
Maryland,Kentucky,701,2016
Massachusetts,Kentucky,689,2016
Michigan,Kentucky,2351,2016
Minnesota,Kentucky,491,2016
Mississippi,Kentucky,1623,2016
Missouri,Kentucky,2895,2016
Montana,Kentucky,43,2016
Nebraska,Kentucky,182,2016
Nevada,Kentucky,1268,2016
New Hampshire,Kentucky,0,2016
New Jersey,Kentucky,138,2016
New Mexico,Kentucky,338,2016
New York,Kentucky,1688,2016
North Carolina,Kentucky,3409,2016
North Dakota,Kentucky,86,2016
Ohio,Kentucky,10952,2016
Oklahoma,Kentucky,1331,2016
Oregon,Kentucky,997,2016
Pennsylvania,Kentucky,1487,2016
Rhode Island,Kentucky,41,2016
South Carolina,Kentucky,1312,2016
South Dakota,Kentucky,52,2016
Tennessee,Kentucky,12562,2016
Texas,Kentucky,7090,2016
Utah,Kentucky,1142,2016
Vermont,Kentucky,66,2016
Virginia,Kentucky,4959,2016
Washington,Kentucky,2042,2016
West Virginia,Kentucky,1654,2016
Wisconsin,Kentucky,992,2016
Wyoming,Kentucky,437,2016
Alabama,Louisiana,1508,2016
Alaska,Louisiana,273,2016
Arizona,Louisiana,679,2016
Arkansas,Louisiana,3530,2016
California,Louisiana,4933,2016
Colorado,Louisiana,3361,2016
Connecticut,Louisiana,330,2016
Delaware,Louisiana,0,2016
District of Columbia,Louisiana,197,2016
Florida,Louisiana,5375,2016
Georgia,Louisiana,6951,2016
Hawaii,Louisiana,305,2016
Idaho,Louisiana,379,2016
Illinois,Louisiana,1219,2016
Indiana,Louisiana,584,2016
Iowa,Louisiana,573,2016
Kansas,Louisiana,402,2016
Kentucky,Louisiana,1358,2016
Maine,Louisiana,118,2016
Maryland,Louisiana,406,2016
Massachusetts,Louisiana,890,2016
Michigan,Louisiana,643,2016
Minnesota,Louisiana,488,2016
Mississippi,Louisiana,5777,2016
Missouri,Louisiana,2873,2016
Montana,Louisiana,285,2016
Nebraska,Louisiana,126,2016
Nevada,Louisiana,714,2016
New Hampshire,Louisiana,29,2016
New Jersey,Louisiana,567,2016
New Mexico,Louisiana,469,2016
New York,Louisiana,2095,2016
North Carolina,Louisiana,2562,2016
North Dakota,Louisiana,249,2016
Ohio,Louisiana,2017,2016
Oklahoma,Louisiana,1484,2016
Oregon,Louisiana,769,2016
Pennsylvania,Louisiana,513,2016
Rhode Island,Louisiana,0,2016
South Carolina,Louisiana,1495,2016
South Dakota,Louisiana,127,2016
Tennessee,Louisiana,2004,2016
Texas,Louisiana,27998,2016
Utah,Louisiana,878,2016
Vermont,Louisiana,0,2016
Virginia,Louisiana,2296,2016
Washington,Louisiana,1109,2016
West Virginia,Louisiana,357,2016
Wisconsin,Louisiana,745,2016
Wyoming,Louisiana,150,2016
Alabama,Maine,151,2016
Alaska,Maine,147,2016
Arizona,Maine,355,2016
Arkansas,Maine,178,2016
California,Maine,2513,2016
Colorado,Maine,390,2016
Connecticut,Maine,941,2016
Delaware,Maine,116,2016
District of Columbia,Maine,118,2016
Florida,Maine,2859,2016
Georgia,Maine,815,2016
Hawaii,Maine,0,2016
Idaho,Maine,200,2016
Illinois,Maine,180,2016
Indiana,Maine,712,2016
Iowa,Maine,410,2016
Kansas,Maine,0,2016
Kentucky,Maine,411,2016
Louisiana,Maine,35,2016
Maryland,Maine,281,2016
Massachusetts,Maine,3360,2016
Michigan,Maine,444,2016
Minnesota,Maine,115,2016
Mississippi,Maine,0,2016
Missouri,Maine,221,2016
Montana,Maine,11,2016
Nebraska,Maine,22,2016
Nevada,Maine,493,2016
New Hampshire,Maine,3353,2016
New Jersey,Maine,483,2016
New Mexico,Maine,353,2016
New York,Maine,1596,2016
North Carolina,Maine,1324,2016
North Dakota,Maine,0,2016
Ohio,Maine,509,2016
Oklahoma,Maine,82,2016
Oregon,Maine,419,2016
Pennsylvania,Maine,770,2016
Rhode Island,Maine,209,2016
South Carolina,Maine,779,2016
South Dakota,Maine,0,2016
Tennessee,Maine,2799,2016
Texas,Maine,1544,2016
Utah,Maine,63,2016
Vermont,Maine,988,2016
Virginia,Maine,1232,2016
Washington,Maine,266,2016
West Virginia,Maine,597,2016
Wisconsin,Maine,63,2016
Wyoming,Maine,66,2016
Alabama,Maryland,1903,2016
Alaska,Maryland,0,2016
Arizona,Maryland,1467,2016
Arkansas,Maryland,319,2016
California,Maryland,10637,2016
Colorado,Maryland,3467,2016
Connecticut,Maryland,1716,2016
Delaware,Maryland,6985,2016
District of Columbia,Maryland,12778,2016
Florida,Maryland,17648,2016
Georgia,Maryland,6600,2016
Hawaii,Maryland,1098,2016
Idaho,Maryland,281,2016
Illinois,Maryland,2140,2016
Indiana,Maryland,1521,2016
Iowa,Maryland,538,2016
Kansas,Maryland,672,2016
Kentucky,Maryland,1087,2016
Louisiana,Maryland,248,2016
Maine,Maryland,332,2016
Massachusetts,Maryland,2836,2016
Michigan,Maryland,2091,2016
Minnesota,Maryland,730,2016
Mississippi,Maryland,519,2016
Missouri,Maryland,1244,2016
Montana,Maryland,750,2016
Nebraska,Maryland,669,2016
Nevada,Maryland,258,2016
New Hampshire,Maryland,647,2016
New Jersey,Maryland,5168,2016
New Mexico,Maryland,1546,2016
New York,Maryland,8332,2016
North Carolina,Maryland,9671,2016
North Dakota,Maryland,0,2016
Ohio,Maryland,2611,2016
Oklahoma,Maryland,569,2016
Oregon,Maryland,1678,2016
Pennsylvania,Maryland,19747,2016
Rhode Island,Maryland,623,2016
South Carolina,Maryland,6900,2016
South Dakota,Maryland,26,2016
Tennessee,Maryland,794,2016
Texas,Maryland,7112,2016
Utah,Maryland,812,2016
Vermont,Maryland,540,2016
Virginia,Maryland,28394,2016
Washington,Maryland,2733,2016
West Virginia,Maryland,7100,2016
Wisconsin,Maryland,574,2016
Wyoming,Maryland,7,2016
Alabama,Massachusetts,330,2016
Alaska,Massachusetts,44,2016
Arizona,Massachusetts,4028,2016
Arkansas,Massachusetts,302,2016
California,Massachusetts,14062,2016
Colorado,Massachusetts,2196,2016
Connecticut,Massachusetts,8519,2016
Delaware,Massachusetts,509,2016
District of Columbia,Massachusetts,1974,2016
Florida,Massachusetts,19882,2016
Georgia,Massachusetts,5727,2016
Hawaii,Massachusetts,487,2016
Idaho,Massachusetts,423,2016
Illinois,Massachusetts,3651,2016
Indiana,Massachusetts,926,2016
Iowa,Massachusetts,170,2016
Kansas,Massachusetts,1237,2016
Kentucky,Massachusetts,530,2016
Louisiana,Massachusetts,1024,2016
Maine,Massachusetts,7799,2016
Maryland,Massachusetts,2559,2016
Michigan,Massachusetts,2604,2016
Minnesota,Massachusetts,1141,2016
Mississippi,Massachusetts,58,2016
Missouri,Massachusetts,688,2016
Montana,Massachusetts,77,2016
Nebraska,Massachusetts,143,2016
Nevada,Massachusetts,391,2016
New Hampshire,Massachusetts,21063,2016
New Jersey,Massachusetts,3458,2016
New Mexico,Massachusetts,482,2016
New York,Massachusetts,17877,2016
North Carolina,Massachusetts,5116,2016
North Dakota,Massachusetts,62,2016
Ohio,Massachusetts,2462,2016
Oklahoma,Massachusetts,205,2016
Oregon,Massachusetts,817,2016
Pennsylvania,Massachusetts,8352,2016
Rhode Island,Massachusetts,9077,2016
South Carolina,Massachusetts,3027,2016
South Dakota,Massachusetts,271,2016
Tennessee,Massachusetts,2130,2016
Texas,Massachusetts,5636,2016
Utah,Massachusetts,390,2016
Vermont,Massachusetts,3731,2016
Virginia,Massachusetts,5442,2016
Washington,Massachusetts,4715,2016
West Virginia,Massachusetts,21,2016
Wisconsin,Massachusetts,1058,2016
Wyoming,Massachusetts,0,2016
Alabama,Michigan,2195,2016
Alaska,Michigan,133,2016
Arizona,Michigan,6525,2016
Arkansas,Michigan,928,2016
California,Michigan,11442,2016
Colorado,Michigan,4285,2016
Connecticut,Michigan,614,2016
Delaware,Michigan,11,2016
District of Columbia,Michigan,922,2016
Florida,Michigan,19530,2016
Georgia,Michigan,4744,2016
Hawaii,Michigan,379,2016
Idaho,Michigan,382,2016
Illinois,Michigan,8176,2016
Indiana,Michigan,8950,2016
Iowa,Michigan,944,2016
Kansas,Michigan,152,2016
Kentucky,Michigan,3005,2016
Louisiana,Michigan,1026,2016
Maine,Michigan,256,2016
Maryland,Michigan,2149,2016
Massachusetts,Michigan,1629,2016
Minnesota,Michigan,2240,2016
Mississippi,Michigan,1298,2016
Missouri,Michigan,4371,2016
Montana,Michigan,234,2016
Nebraska,Michigan,660,2016
Nevada,Michigan,2272,2016
New Hampshire,Michigan,409,2016
New Jersey,Michigan,1445,2016
New Mexico,Michigan,1390,2016
New York,Michigan,3551,2016
North Carolina,Michigan,6818,2016
North Dakota,Michigan,369,2016
Ohio,Michigan,13107,2016
Oklahoma,Michigan,1577,2016
Oregon,Michigan,993,2016
Pennsylvania,Michigan,2283,2016
Rhode Island,Michigan,696,2016
South Carolina,Michigan,3206,2016
South Dakota,Michigan,145,2016
Tennessee,Michigan,3954,2016
Texas,Michigan,10036,2016
Utah,Michigan,1340,2016
Vermont,Michigan,59,2016
Virginia,Michigan,4722,2016
Washington,Michigan,4472,2016
West Virginia,Michigan,572,2016
Wisconsin,Michigan,5433,2016
Wyoming,Michigan,325,2016
Alabama,Minnesota,122,2016
Alaska,Minnesota,236,2016
Arizona,Minnesota,5461,2016
Arkansas,Minnesota,449,2016
California,Minnesota,10897,2016
Colorado,Minnesota,3725,2016
Connecticut,Minnesota,780,2016
Delaware,Minnesota,0,2016
District of Columbia,Minnesota,542,2016
Florida,Minnesota,6778,2016
Georgia,Minnesota,3166,2016
Hawaii,Minnesota,464,2016
Idaho,Minnesota,426,2016
Illinois,Minnesota,3566,2016
Indiana,Minnesota,1989,2016
Iowa,Minnesota,7633,2016
Kansas,Minnesota,1192,2016
Kentucky,Minnesota,947,2016
Louisiana,Minnesota,415,2016
Maine,Minnesota,224,2016
Maryland,Minnesota,661,2016
Massachusetts,Minnesota,561,2016
Michigan,Minnesota,2661,2016
Mississippi,Minnesota,81,2016
Missouri,Minnesota,1893,2016
Montana,Minnesota,2089,2016
Nebraska,Minnesota,1656,2016
Nevada,Minnesota,1320,2016
New Hampshire,Minnesota,247,2016
New Jersey,Minnesota,508,2016
New Mexico,Minnesota,811,2016
New York,Minnesota,1309,2016
North Carolina,Minnesota,1782,2016
North Dakota,Minnesota,11684,2016
Ohio,Minnesota,2793,2016
Oklahoma,Minnesota,528,2016
Oregon,Minnesota,724,2016
Pennsylvania,Minnesota,1557,2016
Rhode Island,Minnesota,141,2016
South Carolina,Minnesota,621,2016
South Dakota,Minnesota,4991,2016
Tennessee,Minnesota,2484,2016
Texas,Minnesota,6795,2016
Utah,Minnesota,811,2016
Vermont,Minnesota,7,2016
Virginia,Minnesota,1194,2016
Washington,Minnesota,4153,2016
West Virginia,Minnesota,0,2016
Wisconsin,Minnesota,18036,2016
Wyoming,Minnesota,473,2016
Alabama,Mississippi,7602,2016
Alaska,Mississippi,92,2016
Arizona,Mississippi,568,2016
Arkansas,Mississippi,3699,2016
California,Mississippi,3174,2016
Colorado,Mississippi,1319,2016
Connecticut,Mississippi,0,2016
Delaware,Mississippi,105,2016
District of Columbia,Mississippi,224,2016
Florida,Mississippi,6621,2016
Georgia,Mississippi,5796,2016
Hawaii,Mississippi,48,2016
Idaho,Mississippi,0,2016
Illinois,Mississippi,1608,2016
Indiana,Mississippi,1568,2016
Iowa,Mississippi,594,2016
Kansas,Mississippi,251,2016
Kentucky,Mississippi,1710,2016
Louisiana,Mississippi,8208,2016
Maine,Mississippi,0,2016
Maryland,Mississippi,1246,2016
Massachusetts,Mississippi,50,2016
Michigan,Mississippi,2885,2016
Minnesota,Mississippi,137,2016
Missouri,Mississippi,2988,2016
Montana,Mississippi,359,2016
Nebraska,Mississippi,455,2016
Nevada,Mississippi,138,2016
New Hampshire,Mississippi,368,2016
New Jersey,Mississippi,267,2016
New Mexico,Mississippi,0,2016
New York,Mississippi,802,2016
North Carolina,Mississippi,1509,2016
North Dakota,Mississippi,422,2016
Ohio,Mississippi,605,2016
Oklahoma,Mississippi,865,2016
Oregon,Mississippi,235,2016
Pennsylvania,Mississippi,399,2016
Rhode Island,Mississippi,135,2016
South Carolina,Mississippi,760,2016
South Dakota,Mississippi,125,2016
Tennessee,Mississippi,8739,2016
Texas,Mississippi,8825,2016
Utah,Mississippi,186,2016
Vermont,Mississippi,0,2016
Virginia,Mississippi,891,2016
Washington,Mississippi,689,2016
West Virginia,Mississippi,152,2016
Wisconsin,Mississippi,90,2016
Wyoming,Mississippi,0,2016
Alabama,Missouri,2746,2016
Alaska,Missouri,281,2016
Arizona,Missouri,3708,2016
Arkansas,Missouri,6911,2016
California,Missouri,7580,2016
Colorado,Missouri,6246,2016
Connecticut,Missouri,248,2016
Delaware,Missouri,230,2016
District of Columbia,Missouri,566,2016
Florida,Missouri,11656,2016
Georgia,Missouri,3775,2016
Hawaii,Missouri,204,2016
Idaho,Missouri,390,2016
Illinois,Missouri,16251,2016
Indiana,Missouri,2363,2016
Iowa,Missouri,6509,2016
Kansas,Missouri,22577,2016
Kentucky,Missouri,2379,2016
Louisiana,Missouri,1005,2016
Maine,Missouri,1163,2016
Maryland,Missouri,515,2016
Massachusetts,Missouri,1259,2016
Michigan,Missouri,3217,2016
Minnesota,Missouri,2321,2016
Mississippi,Missouri,1034,2016
Montana,Missouri,158,2016
Nebraska,Missouri,2193,2016
Nevada,Missouri,1151,2016
New Hampshire,Missouri,364,2016
New Jersey,Missouri,1410,2016
New Mexico,Missouri,1700,2016
New York,Missouri,2918,2016
North Carolina,Missouri,4563,2016
North Dakota,Missouri,563,2016
Ohio,Missouri,2206,2016
Oklahoma,Missouri,5253,2016
Oregon,Missouri,1194,2016
Pennsylvania,Missouri,1363,2016
Rhode Island,Missouri,87,2016
South Carolina,Missouri,1168,2016
South Dakota,Missouri,500,2016
Tennessee,Missouri,3287,2016
Texas,Missouri,13946,2016
Utah,Missouri,2103,2016
Vermont,Missouri,45,2016
Virginia,Missouri,2786,2016
Washington,Missouri,3327,2016
West Virginia,Missouri,123,2016
Wisconsin,Missouri,1619,2016
Wyoming,Missouri,16,2016
Alabama,Montana,294,2016
Alaska,Montana,832,2016
Arizona,Montana,2414,2016
Arkansas,Montana,36,2016
California,Montana,1272,2016
Colorado,Montana,1334,2016
Connecticut,Montana,0,2016
Delaware,Montana,94,2016
District of Columbia,Montana,17,2016
Florida,Montana,677,2016
Georgia,Montana,294,2016
Hawaii,Montana,282,2016
Idaho,Montana,1425,2016
Illinois,Montana,530,2016
Indiana,Montana,0,2016
Iowa,Montana,301,2016
Kansas,Montana,683,2016
Kentucky,Montana,30,2016
Louisiana,Montana,606,2016
Maine,Montana,26,2016
Maryland,Montana,65,2016
Massachusetts,Montana,0,2016
Michigan,Montana,1156,2016
Minnesota,Montana,541,2016
Mississippi,Montana,29,2016
Missouri,Montana,0,2016
Nebraska,Montana,164,2016
Nevada,Montana,664,2016
New Hampshire,Montana,32,2016
New Jersey,Montana,479,2016
New Mexico,Montana,170,2016
New York,Montana,132,2016
North Carolina,Montana,139,2016
North Dakota,Montana,1307,2016
Ohio,Montana,617,2016
Oklahoma,Montana,481,2016
Oregon,Montana,2827,2016
Pennsylvania,Montana,171,2016
Rhode Island,Montana,84,2016
South Carolina,Montana,215,2016
South Dakota,Montana,468,2016
Tennessee,Montana,662,2016
Texas,Montana,1974,2016
Utah,Montana,1637,2016
Vermont,Montana,0,2016
Virginia,Montana,106,2016
Washington,Montana,4707,2016
West Virginia,Montana,39,2016
Wisconsin,Montana,159,2016
Wyoming,Montana,1307,2016
Alabama,Nebraska,33,2016
Alaska,Nebraska,0,2016
Arizona,Nebraska,1312,2016
Arkansas,Nebraska,1411,2016
California,Nebraska,1876,2016
Colorado,Nebraska,3050,2016
Connecticut,Nebraska,0,2016
Delaware,Nebraska,0,2016
District of Columbia,Nebraska,190,2016
Florida,Nebraska,1870,2016
Georgia,Nebraska,566,2016
Hawaii,Nebraska,190,2016
Idaho,Nebraska,65,2016
Illinois,Nebraska,1214,2016
Indiana,Nebraska,108,2016
Iowa,Nebraska,6812,2016
Kansas,Nebraska,2821,2016
Kentucky,Nebraska,103,2016
Louisiana,Nebraska,145,2016
Maine,Nebraska,0,2016
Maryland,Nebraska,427,2016
Massachusetts,Nebraska,598,2016
Michigan,Nebraska,963,2016
Minnesota,Nebraska,1973,2016
Mississippi,Nebraska,721,2016
Missouri,Nebraska,2764,2016
Montana,Nebraska,115,2016
Nevada,Nebraska,492,2016
New Hampshire,Nebraska,90,2016
New Jersey,Nebraska,290,2016
New Mexico,Nebraska,0,2016
New York,Nebraska,181,2016
North Carolina,Nebraska,164,2016
North Dakota,Nebraska,922,2016
Ohio,Nebraska,410,2016
Oklahoma,Nebraska,145,2016
Oregon,Nebraska,644,2016
Pennsylvania,Nebraska,1063,2016
Rhode Island,Nebraska,196,2016
South Carolina,Nebraska,90,2016
South Dakota,Nebraska,1803,2016
Tennessee,Nebraska,216,2016
Texas,Nebraska,6201,2016
Utah,Nebraska,523,2016
Vermont,Nebraska,0,2016
Virginia,Nebraska,1950,2016
Washington,Nebraska,1428,2016
West Virginia,Nebraska,0,2016
Wisconsin,Nebraska,469,2016
Wyoming,Nebraska,852,2016
Alabama,Nevada,254,2016
Alaska,Nevada,534,2016
Arizona,Nevada,7350,2016
Arkansas,Nevada,1194,2016
California,Nevada,24656,2016
Colorado,Nevada,4366,2016
Connecticut,Nevada,34,2016
Delaware,Nevada,27,2016
District of Columbia,Nevada,356,2016
Florida,Nevada,4273,2016
Georgia,Nevada,900,2016
Hawaii,Nevada,1491,2016
Idaho,Nevada,3300,2016
Illinois,Nevada,1476,2016
Indiana,Nevada,480,2016
Iowa,Nevada,702,2016
Kansas,Nevada,247,2016
Kentucky,Nevada,695,2016
Louisiana,Nevada,112,2016
Maine,Nevada,0,2016
Maryland,Nevada,512,2016
Massachusetts,Nevada,355,2016
Michigan,Nevada,1742,2016
Minnesota,Nevada,561,2016
Mississippi,Nevada,465,2016
Missouri,Nevada,1194,2016
Montana,Nevada,979,2016
Nebraska,Nevada,589,2016
New Hampshire,Nevada,398,2016
New Jersey,Nevada,365,2016
New Mexico,Nevada,1319,2016
New York,Nevada,435,2016
North Carolina,Nevada,2111,2016
North Dakota,Nevada,183,2016
Ohio,Nevada,2132,2016
Oklahoma,Nevada,627,2016
Oregon,Nevada,1631,2016
Pennsylvania,Nevada,803,2016
Rhode Island,Nevada,97,2016
South Carolina,Nevada,180,2016
South Dakota,Nevada,98,2016
Tennessee,Nevada,274,2016
Texas,Nevada,6499,2016
Utah,Nevada,5181,2016
Vermont,Nevada,0,2016
Virginia,Nevada,2305,2016
Washington,Nevada,3551,2016
West Virginia,Nevada,293,2016
Wisconsin,Nevada,1126,2016
Wyoming,Nevada,111,2016
Alabama,New Hampshire,0,2016
Alaska,New Hampshire,32,2016
Arizona,New Hampshire,224,2016
Arkansas,New Hampshire,0,2016
California,New Hampshire,889,2016
Colorado,New Hampshire,1360,2016
Connecticut,New Hampshire,750,2016
Delaware,New Hampshire,0,2016
District of Columbia,New Hampshire,168,2016
Florida,New Hampshire,5292,2016
Georgia,New Hampshire,577,2016
Hawaii,New Hampshire,0,2016
Idaho,New Hampshire,46,2016
Illinois,New Hampshire,741,2016
Indiana,New Hampshire,575,2016
Iowa,New Hampshire,77,2016
Kansas,New Hampshire,0,2016
Kentucky,New Hampshire,679,2016
Louisiana,New Hampshire,0,2016
Maine,New Hampshire,5649,2016
Maryland,New Hampshire,61,2016
Massachusetts,New Hampshire,10579,2016
Michigan,New Hampshire,384,2016
Minnesota,New Hampshire,175,2016
Mississippi,New Hampshire,82,2016
Missouri,New Hampshire,142,2016
Montana,New Hampshire,21,2016
Nebraska,New Hampshire,255,2016
Nevada,New Hampshire,221,2016
New Jersey,New Hampshire,112,2016
New Mexico,New Hampshire,629,2016
New York,New Hampshire,2044,2016
North Carolina,New Hampshire,1548,2016
North Dakota,New Hampshire,385,2016
Ohio,New Hampshire,1068,2016
Oklahoma,New Hampshire,393,2016
Oregon,New Hampshire,0,2016
Pennsylvania,New Hampshire,1259,2016
Rhode Island,New Hampshire,923,2016
South Carolina,New Hampshire,1143,2016
South Dakota,New Hampshire,0,2016
Tennessee,New Hampshire,340,2016
Texas,New Hampshire,1542,2016
Utah,New Hampshire,0,2016
Vermont,New Hampshire,3285,2016
Virginia,New Hampshire,641,2016
Washington,New Hampshire,785,2016
West Virginia,New Hampshire,135,2016
Wisconsin,New Hampshire,417,2016
Wyoming,New Hampshire,0,2016
Alabama,New Jersey,812,2016
Alaska,New Jersey,270,2016
Arizona,New Jersey,3971,2016
Arkansas,New Jersey,250,2016
California,New Jersey,11988,2016
Colorado,New Jersey,2731,2016
Connecticut,New Jersey,4496,2016
Delaware,New Jersey,5656,2016
District of Columbia,New Jersey,1494,2016
Florida,New Jersey,33966,2016
Georgia,New Jersey,5201,2016
Hawaii,New Jersey,723,2016
Idaho,New Jersey,284,2016
Illinois,New Jersey,2733,2016
Indiana,New Jersey,4923,2016
Iowa,New Jersey,1028,2016
Kansas,New Jersey,900,2016
Kentucky,New Jersey,572,2016
Louisiana,New Jersey,552,2016
Maine,New Jersey,1888,2016
Maryland,New Jersey,7411,2016
Massachusetts,New Jersey,5980,2016
Michigan,New Jersey,2295,2016
Minnesota,New Jersey,417,2016
Mississippi,New Jersey,199,2016
Missouri,New Jersey,630,2016
Montana,New Jersey,0,2016
Nebraska,New Jersey,852,2016
Nevada,New Jersey,2467,2016
New Hampshire,New Jersey,396,2016
New Mexico,New Jersey,397,2016
New York,New Jersey,33747,2016
North Carolina,New Jersey,11706,2016
North Dakota,New Jersey,576,2016
Ohio,New Jersey,4520,2016
Oklahoma,New Jersey,424,2016
Oregon,New Jersey,978,2016
Pennsylvania,New Jersey,40118,2016
Rhode Island,New Jersey,631,2016
South Carolina,New Jersey,3664,2016
South Dakota,New Jersey,0,2016
Tennessee,New Jersey,1659,2016
Texas,New Jersey,8723,2016
Utah,New Jersey,702,2016
Vermont,New Jersey,1393,2016
Virginia,New Jersey,7715,2016
Washington,New Jersey,3287,2016
West Virginia,New Jersey,481,2016
Wisconsin,New Jersey,521,2016
Wyoming,New Jersey,503,2016
Alabama,New Mexico,826,2016
Alaska,New Mexico,198,2016
Arizona,New Mexico,9453,2016
Arkansas,New Mexico,225,2016
California,New Mexico,8087,2016
Colorado,New Mexico,5073,2016
Connecticut,New Mexico,0,2016
Delaware,New Mexico,0,2016
District of Columbia,New Mexico,1,2016
Florida,New Mexico,3091,2016
Georgia,New Mexico,1188,2016
Hawaii,New Mexico,841,2016
Idaho,New Mexico,1508,2016
Illinois,New Mexico,309,2016
Indiana,New Mexico,645,2016
Iowa,New Mexico,412,2016
Kansas,New Mexico,401,2016
Kentucky,New Mexico,101,2016
Louisiana,New Mexico,158,2016
Maine,New Mexico,160,2016
Maryland,New Mexico,1416,2016
Massachusetts,New Mexico,799,2016
Michigan,New Mexico,85,2016
Minnesota,New Mexico,255,2016
Mississippi,New Mexico,155,2016
Missouri,New Mexico,1045,2016
Montana,New Mexico,694,2016
Nebraska,New Mexico,386,2016
Nevada,New Mexico,1406,2016
New Hampshire,New Mexico,0,2016
New Jersey,New Mexico,141,2016
New York,New Mexico,665,2016
North Carolina,New Mexico,462,2016
North Dakota,New Mexico,144,2016
Ohio,New Mexico,551,2016
Oklahoma,New Mexico,1011,2016
Oregon,New Mexico,2463,2016
Pennsylvania,New Mexico,675,2016
Rhode Island,New Mexico,0,2016
South Carolina,New Mexico,139,2016
South Dakota,New Mexico,389,2016
Tennessee,New Mexico,159,2016
Texas,New Mexico,13041,2016
Utah,New Mexico,871,2016
Vermont,New Mexico,60,2016
Virginia,New Mexico,2067,2016
Washington,New Mexico,2232,2016
West Virginia,New Mexico,81,2016
Wisconsin,New Mexico,710,2016
Wyoming,New Mexico,799,2016
Alabama,New York,3047,2016
Alaska,New York,910,2016
Arizona,New York,3029,2016
Arkansas,New York,590,2016
California,New York,40877,2016
Colorado,New York,8612,2016
Connecticut,New York,22160,2016
Delaware,New York,2218,2016
District of Columbia,New York,4762,2016
Florida,New York,60472,2016
Georgia,New York,24772,2016
Hawaii,New York,1654,2016
Idaho,New York,671,2016
Illinois,New York,7566,2016
Indiana,New York,2583,2016
Iowa,New York,807,2016
Kansas,New York,2807,2016
Kentucky,New York,3404,2016
Louisiana,New York,1882,2016
Maine,New York,1896,2016
Maryland,New York,11622,2016
Massachusetts,New York,21876,2016
